date,weekday,hour,weather,is_weekend,event,has_event,holiday,covers,total_sales,top_dish,dish_orders
2025-01-15,wednesday,21,rain,false,none,false,false,6,324,roast_chicken,2
2025-01-15,wednesday,22,rain,false,none,false,false,2,104,roast_chicken,1
2025-01-15,wednesday,23,rain,false,none,false,false,1,42,roast_chicken,1
2025-01-16,thursday,10,rain,false,none,false,false,2,100,beef_burger,1
2025-01-16,thursday,11,rain,false,none,false,false,4,220,caesar_salad,1
2025-01-16,thursday,12,rain,false,none,false,false,8,424,salmon_bowl,2
2025-01-16,thursday,13,rain,false,none,false,false,7,406,roast_chicken,2
2025-01-16,thursday,14,rain,false,none,false,false,5,200,roast_chicken,1
2025-01-16,thursday,15,rain,false,none,false,false,3,123,veggie_pasta,1
2025-01-16,thursday,16,rain,false,none,false,false,3,117,caesar_salad,1
2025-01-16,thursday,17,rain,false,none,false,false,5,255,beef_burger,1
2025-01-16,thursday,18,rain,false,none,false,false,10,430,veggie_pasta,2
2025-01-16,thursday,19,rain,false,none,false,false,11,627,caesar_salad,2
2025-01-16,thursday,20,rain,false,none,false,false,10,450,veggie_pasta,2
2025-01-16,thursday,21,rain,false,none,false,false,6,228,roast_chicken,2
2025-01-16,thursday,22,rain,false,none,false,false,2,110,beef_burger,1
2025-01-16,thursday,23,rain,false,none,false,false,1,56,beef_burger,1
2025-01-17,friday,10,cold,true,none,false,false,3,159,caesar_salad,1
2025-01-17,friday,11,cold,true,none,false,false,6,282,beef_burger,2
2025-01-17,friday,12,cold,true,none,false,false,13,650,caesar_salad,2
2025-01-17,friday,13,cold,true,none,false,false,13,507,salmon_bowl,3
2025-01-17,friday,14,cold,true,none,false,false,8,376,salmon_bowl,2
2025-01-17,friday,15,cold,true,none,false,false,4,180,salmon_bowl,1
2025-01-17,friday,16,cold,true,none,false,false,5,210,veggie_pasta,1
2025-01-17,friday,17,cold,true,none,false,false,11,517,veggie_pasta,2
2025-01-17,friday,18,cold,true,none,false,false,14,588,beef_burger,3
2025-01-17,friday,19,cold,true,none,false,false,18,774,salmon_bowl,3
2025-01-17,friday,20,cold,true,none,false,false,18,882,caesar_salad,3
2025-01-17,friday,21,cold,true,none,false,false,11,506,salmon_bowl,2
2025-01-17,friday,22,cold,true,none,false,false,4,188,caesar_salad,1
2025-01-17,friday,23,cold,true,none,false,false,1,40,roast_chicken,1
2025-01-18,saturday,10,cold,true,sports,true,false,5,275,caesar_salad,1
2025-01-18,saturday,11,cold,true,sports,true,false,9,495,roast_chicken,2
2025-01-18,saturday,12,cold,true,sports,true,false,19,874,salmon_bowl,3
2025-01-18,saturday,13,cold,true,sports,true,false,21,861,caesar_salad,3
2025-01-18,saturday,14,cold,true,sports,true,false,11,605,veggie_pasta,2
2025-01-18,saturday,15,cold,true,sports,true,false,7,406,veggie_pasta,2
2025-01-18,saturday,16,cold,true,sports,true,false,9,459,beef_burger,2
2025-01-18,saturday,17,cold,true,sports,true,false,13,689,roast_chicken,3
2025-01-18,saturday,18,cold,true,sports,true,false,22,1100,veggie_pasta,4
2025-01-18,saturday,19,cold,true,sports,true,false,30,1650,salmon_bowl,5
2025-01-18,saturday,20,cold,true,sports,true,false,25,1275,roast_chicken,7
2025-01-18,saturday,21,cold,true,sports,true,false,16,736,veggie_pasta,3
2025-01-18,saturday,22,cold,true,sports,true,false,6,270,beef_burger,2
2025-01-18,saturday,23,cold,true,sports,true,false,2,110,salmon_bowl,1
2025-01-19,sunday,10,rain,true,none,false,false,2,104,caesar_salad,1
2025-01-19,sunday,11,rain,true,none,false,false,4,152,veggie_pasta,1
2025-01-19,sunday,12,rain,true,none,false,false,9,504,caesar_salad,1
2025-01-19,sunday,13,rain,true,none,false,false,9,504,veggie_pasta,2
2025-01-19,sunday,14,rain,true,none,false,false,6,252,beef_burger,1
2025-01-19,sunday,15,rain,true,none,false,false,3,126,beef_burger,1
2025-01-19,sunday,16,rain,true,none,false,false,3,123,salmon_bowl,1
2025-01-19,sunday,17,rain,true,none,false,false,6,270,roast_chicken,2
2025-01-19,sunday,18,rain,true,none,false,false,9,378,beef_burger,2
2025-01-19,sunday,19,rain,true,none,false,false,13,689,salmon_bowl,2
2025-01-19,sunday,20,rain,true,none,false,false,10,520,veggie_pasta,2
2025-01-19,sunday,21,rain,true,none,false,false,7,378,roast_chicken,2
2025-01-19,sunday,22,rain,true,none,false,false,3,159,roast_chicken,1
2025-01-19,sunday,23,rain,true,none,false,false,1,52,roast_chicken,1
2025-01-20,monday,10,clear,false,none,false,false,2,110,veggie_pasta,1
2025-01-20,monday,11,clear,false,none,false,false,3,141,veggie_pasta,1
2025-01-20,monday,12,clear,false,none,false,false,9,369,roast_chicken,3
2025-01-20,monday,13,clear,false,none,false,false,8,352,salmon_bowl,1
2025-01-20,monday,14,clear,false,none,false,false,5,260,beef_burger,1
2025-01-20,monday,15,clear,false,none,false,false,3,144,beef_burger,1
2025-01-20,monday,16,clear,false,none,false,false,3,159,roast_chicken,1
2025-01-20,monday,17,clear,false,none,false,false,6,246,roast_chicken,2
2025-01-20,monday,18,clear,false,none,false,false,10,390,roast_chicken,3
2025-01-20,monday,19,clear,false,none,false,false,12,492,beef_burger,3
2025-01-20,monday,20,clear,false,none,false,false,11,561,caesar_salad,2
2025-01-20,monday,21,clear,false,none,false,false,6,342,caesar_salad,1
2025-01-20,monday,22,clear,false,none,false,false,2,84,veggie_pasta,1
2025-01-20,monday,23,clear,false,none,false,false,1,55,roast_chicken,1
2025-01-21,tuesday,10,storm,false,none,false,false,1,57,caesar_salad,1
2025-01-21,tuesday,11,storm,false,none,false,false,2,92,roast_chicken,1
2025-01-21,tuesday,12,storm,false,none,false,false,5,240,salmon_bowl,1
2025-01-21,tuesday,13,storm,false,none,false,false,5,250,roast_chicken,1
2025-01-21,tuesday,14,storm,false,none,false,false,3,120,caesar_salad,1
2025-01-21,tuesday,15,storm,false,none,false,false,2,96,beef_burger,1
2025-01-21,tuesday,16,storm,false,none,false,false,2,112,beef_burger,1
2025-01-21,tuesday,17,storm,false,none,false,false,4,228,roast_chicken,1
2025-01-21,tuesday,18,storm,false,none,false,false,6,306,beef_burger,1
2025-01-21,tuesday,19,storm,false,none,false,false,8,432,beef_burger,1
2025-01-21,tuesday,20,storm,false,none,false,false,6,336,beef_burger,1
2025-01-21,tuesday,21,storm,false,none,false,false,4,200,roast_chicken,1
2025-01-21,tuesday,22,storm,false,none,false,false,1,44,roast_chicken,1
2025-01-21,tuesday,23,storm,false,none,false,false,1,41,beef_burger,1
2025-01-22,wednesday,10,storm,false,none,false,false,1,49,veggie_pasta,1
2025-01-22,wednesday,11,storm,false,none,false,false,3,114,roast_chicken,1
2025-01-22,wednesday,12,storm,false,none,false,false,5,255,beef_burger,1
2025-01-22,wednesday,13,storm,false,none,false,false,6,246,beef_burger,1
2025-01-22,wednesday,14,storm,false,none,false,false,4,228,roast_chicken,1
2025-01-22,wednesday,15,storm,false,none,false,false,2,102,beef_burger,1
2025-01-22,wednesday,16,storm,false,none,false,false,2,108,veggie_pasta,1
2025-01-22,wednesday,17,storm,false,none,false,false,4,180,salmon_bowl,1
2025-01-22,wednesday,18,storm,false,none,false,false,6,246,veggie_pasta,1
2025-01-22,wednesday,19,storm,false,none,false,false,7,343,salmon_bowl,1
2025-01-22,wednesday,20,storm,false,none,false,false,7,315,salmon_bowl,1
2025-01-22,wednesday,21,storm,false,none,false,false,4,168,roast_chicken,1
2025-01-22,wednesday,22,storm,false,none,false,false,2,116,roast_chicken,1
2025-01-22,wednesday,23,storm,false,none,false,false,1,52,salmon_bowl,1
2025-01-23,thursday,10,hot,false,none,false,false,3,144,caesar_salad,1
2025-01-23,thursday,11,hot,false,none,false,false,4,188,beef_burger,1
2025-01-23,thursday,12,hot,false,none,false,false,12,480,beef_burger,2
2025-01-23,thursday,13,hot,false,none,false,false,11,517,roast_chicken,2
2025-01-23,thursday,14,hot,false,none,false,false,7,399,caesar_salad,1
2025-01-23,thursday,15,hot,false,none,false,false,4,156,veggie_pasta,1
2025-01-23,thursday,16,hot,false,none,false,false,5,240,veggie_pasta,1
2025-01-23,thursday,17,hot,false,none,false,false,8,416,caesar_salad,1
2025-01-23,thursday,18,hot,false,none,false,false,15,600,beef_burger,3
2025-01-23,thursday,19,hot,false,none,false,false,15,780,roast_chicken,5
2025-01-23,thursday,20,hot,false,none,false,false,14,686,veggie_pasta,3
2025-01-23,thursday,21,hot,false,none,false,false,8,384,beef_burger,2
2025-01-23,thursday,22,hot,false,none,false,false,3,144,veggie_pasta,1
2025-01-23,thursday,23,hot,false,none,false,false,1,47,veggie_pasta,1
2025-01-24,friday,10,hot,true,festival,true,false,4,168,roast_chicken,1
2025-01-24,friday,11,hot,true,festival,true,false,8,400,veggie_pasta,1
2025-01-24,friday,12,hot,true,festival,true,false,22,1210,roast_chicken,5
2025-01-24,friday,13,hot,true,festival,true,false,21,1134,salmon_bowl,3
2025-01-24,friday,14,hot,true,festival,true,false,12,456,veggie_pasta,2
2025-01-24,friday,15,hot,true,festival,true,false,6,318,roast_chicken,1
2025-01-24,friday,16,hot,true,festival,true,false,9,423,roast_chicken,3
2025-01-24,friday,17,hot,true,festival,true,false,13,702,salmon_bowl,2
2025-01-24,friday,18,hot,true,festival,true,false,23,966,salmon_bowl,4
2025-01-24,friday,19,hot,true,festival,true,false,27,1539,roast_chicken,8
2025-01-24,friday,20,hot,true,festival,true,false,22,1122,beef_burger,5
2025-01-24,friday,21,hot,true,festival,true,false,16,912,caesar_salad,2
2025-01-24,friday,22,hot,true,festival,true,false,6,330,beef_burger,1
2025-01-24,friday,23,hot,true,festival,true,false,2,88,salmon_bowl,1
2025-01-25,saturday,10,cold,true,festival,true,false,5,270,beef_burger,1
2025-01-25,saturday,11,cold,true,festival,true,false,9,513,roast_chicken,2
2025-01-25,saturday,12,cold,true,festival,true,false,21,1029,veggie_pasta,4
2025-01-25,saturday,13,cold,true,festival,true,false,19,779,salmon_bowl,3
2025-01-25,saturday,14,cold,true,festival,true,false,14,756,beef_burger,3
2025-01-25,saturday,15,cold,true,festival,true,false,7,315,caesar_salad,1
2025-01-25,saturday,16,cold,true,festival,true,false,9,459,caesar_salad,1
2025-01-25,saturday,17,cold,true,festival,true,false,16,640,roast_chicken,4
2025-01-25,saturday,18,cold,true,festival,true,false,23,1334,caesar_salad,3
2025-01-25,saturday,19,cold,true,festival,true,false,29,1537,roast_chicken,8
2025-01-25,saturday,20,cold,true,festival,true,false,24,1248,salmon_bowl,4
2025-01-25,saturday,21,cold,true,festival,true,false,18,792,roast_chicken,5
2025-01-25,saturday,22,cold,true,festival,true,false,6,324,salmon_bowl,1
2025-01-25,saturday,23,cold,true,festival,true,false,2,82,roast_chicken,1
2025-01-26,sunday,10,clear,true,concert,true,false,4,228,caesar_salad,1
2025-01-26,sunday,11,clear,true,concert,true,false,7,294,veggie_pasta,1
2025-01-26,sunday,12,clear,true,concert,true,false,14,784,beef_burger,3
2025-01-26,sunday,13,clear,true,concert,true,false,17,833,roast_chicken,4
2025-01-26,sunday,14,clear,true,concert,true,false,10,540,veggie_pasta,2
2025-01-26,sunday,15,clear,true,concert,true,false,5,290,beef_burger,1
2025-01-26,sunday,16,clear,true,concert,true,false,6,294,salmon_bowl,1
2025-01-26,sunday,17,clear,true,concert,true,false,11,638,salmon_bowl,2
2025-01-26,sunday,18,clear,true,concert,true,false,20,840,salmon_bowl,3
2025-01-26,sunday,19,clear,true,concert,true,false,24,1032,salmon_bowl,5
2025-01-26,sunday,20,clear,true,concert,true,false,21,1113,caesar_salad,3
2025-01-26,sunday,21,clear,true,concert,true,false,13,676,roast_chicken,3
2025-01-26,sunday,22,clear,true,concert,true,false,4,156,salmon_bowl,1
2025-01-26,sunday,23,clear,true,concert,true,false,2,110,beef_burger,1
2025-01-27,monday,10,clear,false,none,false,false,2,116,roast_chicken,1
2025-01-27,monday,11,clear,false,none,false,false,3,150,beef_burger,1
2025-01-27,monday,12,clear,false,none,false,false,9,387,beef_burger,2
2025-01-27,monday,13,clear,false,none,false,false,8,432,caesar_salad,1
2025-01-27,monday,14,clear,false,none,false,false,4,204,beef_burger,1
2025-01-27,monday,15,clear,false,none,false,false,3,144,veggie_pasta,1
2025-01-27,monday,16,clear,false,none,false,false,3,156,beef_burger,1
2025-01-27,monday,17,clear,false,none,false,false,6,294,salmon_bowl,1
